Time (s),Speed (m/s),Gear,Engine Load (% of Max Power),Total Acc (m/s^2),Engine RPM,Pitch (deg),Lateral Acc (m/s^2),Passenger Count,Load Ind,AC Level,Window Opening,Radio Volume,Rain Intensity,Visibility,Driver Wellbeing,Driver Rush
111.49,7.5347,3,5.2687,-1.232,1444.4,-2.0007,-0.079114,0,3,0,5,6,0,9,5,0
111.5,7.529,3,5.2625,-1.2394,1442.8,-2.0079,-0.079055,0,3,0,5,6,0,9,5,0
111.51,7.5252,3,5.2563,-1.247,1441.2,-2.0152,-0.056439,0,3,0,5,6,0,9,5,0
111.52,7.5177,3,5.2501,-1.2547,1439.6,-2.0225,-0.056383,0,3,0,5,6,0,9,5,0
111.53,7.5086,3,5.2441,-1.2625,1438.0,-2.03,-0.02628,0,3,0,5,6,0,9,5,0
111.54,7.5043,3,5.2382,-1.2707,1436.4,-2.0375,-0.026265,0,3,0,5,6,0,9,5,0
111.55,7.5,3,5.2325,-1.279,1434.8,-2.045,-0.00375,0,3,0,5,6,0,9,5,0
111.56,7.4906,3,5.2268,-1.2873,1433.3,-2.0526,-0.0037453,0,3,0,5,6,0,9,5,0
111.57,7.4789,3,5.2213,-1.2954,1431.7,-2.0602,-0.0037395,0,3,0,5,6,0,9,5,0
111.58,7.4699,3,5.2159,-1.3034,1430.1,-2.0679,-0.0037349,0,3,0,5,6,0,9,5,0
111.6,7.4625,3,5.2107,-1.3111,1428.6,-2.0757,0.0037313,0,3,0,5,6,0,9,5,0
111.61,7.4459,3,5.2055,-1.3184,1427.0,-2.0835,0.0037229,0,3,0,5,6,0,9,5,0
111.61,7.4358,3,5.2005,-1.3253,1425.4,-2.0913,0.018589,0,3,0,5,6,0,9,5,0
111.62,7.4243,3,5.1956,-1.3319,1423.9,-2.0993,0.018561,0,3,0,5,6,0,9,5,0
111.63,7.4067,3,5.1908,-1.3381,1422.3,-2.1072,0.025924,0,3,0,5,6,0,9,5,0
111.64,7.3948,3,5.1862,-1.3441,1420.7,-2.1153,0.025882,0,3,0,5,6,0,9,5,0
111.65,7.3867,3,5.1816,-1.35,1419.2,-2.1234,0.03324,0,3,0,5,6,0,9,5,0
111.66,7.3769,3,5.1772,-1.356,1417.6,-2.1315,0.033196,0,3,0,5,6,0,9,5,0
111.67,7.3608,3,5.1729,-1.3621,1416.0,-2.1397,0.047845,0,3,0,5,6,0,9,5,0
111.68,7.3501,3,5.1687,-1.3685,1414.5,-2.0657,0.047776,0,3,0,5,6,0,9,5,0
111.69,7.3415,3,5.1647,-1.3752,1412.9,-2.073,0.062403,0,3,0,5,6,0,9,5,0
111.7,7.3307,3,5.1608,-1.3821,1411.3,-2.0803,0.062311,0,3,0,5,6,0,9,5,0
111.71,7.317,3,5.157,-1.3891,1409.8,-2.0876,0.062194,0,3,0,5,6,0,9,5,0
111.72,7.3093,3,5.1533,-1.3959,1408.2,-2.095,0.062129,0,3,0,5,6,0,9,5,0
111.73,7.3,3,5.1498,-1.4022,1406.6,-2.1024,0.06205,0,3,0,5,6,0,9,5,0
111.74,7.287,3,5.1463,-1.4076,1405.1,-2.1099,0.06194,0,3,0,5,6,0,9,5,0
111.75,7.2768,3,5.143,-1.4117,1403.6,-2.1174,0.076407,0,3,0,5,6,0,9,5,0
111.76,7.2665,3,5.1398,-1.4139,1402.1,-2.1249,0.076299,0,3,0,5,6,0,9,5,0
111.77,7.2586,3,5.1368,-1.414,1400.7,-2.1325,0.083474,0,3,0,5,6,0,9,5,0
111.78,7.2487,3,5.1338,-1.4117,1399.3,-2.1401,0.08336,0,3,0,5,6,0,9,5,0
111.79,7.2363,3,5.131,-1.4069,1397.9,-2.1478,0.068745,0,3,0,5,6,0,9,5,0
111.8,7.2263,3,5.1283,-1.3996,1396.6,-2.1554,0.06865,0,3,0,5,6,0,9,5,0
111.81,7.2131,3,5.1257,-1.3898,1395.2,-2.1632,0.054098,0,3,0,5,6,0,9,5,0
111.82,7.2003,3,5.1233,-1.3779,1394.0,-2.1709,0.054003,0,3,0,5,6,0,9,5,0
111.83,7.1944,3,5.121,-1.3641,1392.7,-2.1787,0.082735,0,3,0,5,6,0,9,5,0
111.84,7.1872,3,5.1187,-1.3488,1391.5,-2.1866,0.082653,0,3,0,5,6,0,9,5,0
111.85,7.1742,3,5.1167,-1.3324,1390.3,-2.1944,0.046633,0,3,0,5,6,0,9,5,0
111.86,7.158,3,5.1147,-1.3152,1389.2,-2.2023,0.046527,0,3,0,5,6,0,9,5,0
111.87,7.1485,3,5.1129,-1.2974,1388.0,-2.2102,0.046465,0,3,0,5,6,0,9,5,0
111.88,7.1412,3,5.1112,-1.2791,1386.9,-2.2182,0.046418,0,3,0,5,6,0,9,5,0
111.89,7.1332,3,5.1096,-1.2604,1385.9,-2.2262,0.0321,0,3,0,5,6,0,9,5,0
111.9,7.1254,3,5.1081,-1.2411,1384.9,-2.2342,0.032064,0,3,0,5,6,0,9,5,0
111.91,7.1118,3,5.1067,-1.221,1383.9,-2.2423,0.017779,0,3,0,5,6,0,9,5,0
111.92,7.0979,3,5.1055,-1.1999,1382.9,-2.2504,0.017745,0,3,0,5,6,0,9,5,0
111.93,7.0877,3,5.1044,-1.1773,1382.0,-2.2207,0.031895,0,3,0,5,6,0,9,5,0
111.94,7.0767,3,5.1034,-1.1534,1381.1,-2.2293,0.031845,0,3,0,5,6,0,9,5,0
111.95,7.0638,3,5.1026,-1.1275,1380.2,-2.238,0.067106,0,3,0,5,6,0,9,5,0
111.96,7.0491,3,5.1018,-1.0994,1379.4,-2.2466,0.066966,0,3,0,5,6,0,9,5,0
111.97,7.0368,3,5.1012,-1.0692,1378.5,-2.2553,0.080924,0,3,0,5,6,0,9,5,0
111.98,7.0271,3,5.1007,-1.0368,1377.8,-2.264,0.080812,0,3,0,5,6,0,9,5,0
111.99,7.0105,3,5.1004,-1.0025,1377.0,-2.2728,0.10165,0,3,0,5,6,0,9,5,0
112.01,6.9976,3,5.1001,-0.96639,1376.3,-2.2815,0.10147,0,3,0,5,6,0,9,5,0
112.02,6.989,3,5.1,-0.92896,1375.6,-2.2903,0.080373,0,3,0,5,6,0,9,5,0
112.03,6.9843,3,5.1,-0.8906,1375.0,-2.2991,0.080319,0,3,0,5,6,0,9,5,0
112.04,6.9797,3,5.1,-0.85173,1374.4,-2.3079,0.066308,0,3,0,5,6,0,9,5,0
112.04,6.9757,3,5.1,-0.8128,1373.8,-2.3167,0.066269,0,3,0,5,6,0,9,5,0
112.05,6.9758,3,5.1,-0.77419,1373.2,-2.3255,0.080222,0,3,0,5,6,0,9,5,0
112.06,6.9765,3,5.1,-0.73623,1372.7,-2.3343,0.08023,0,3,0,5,6,0,9,5,0
112.07,6.9751,3,5.1,-0.69918,1372.2,-2.3432,0.10811,0,3,0,5,6,0,9,5,0
112.08,6.9734,3,5.1,-0.66305,1371.8,-2.3522,0.10809,0,3,0,5,6,0,9,5,0
112.09,6.9765,3,5.1,-0.628,1371.3,-2.3611,0.12907,0,3,0,5,6,0,9,5,0
112.1,6.9775,3,5.1,-0.59397,1370.9,-2.37,0.12908,0,3,0,5,6,0,9,5,0
112.11,6.9771,3,5.1,-0.56082,1370.6,-2.379,0.12908,0,3,0,5,6,0,9,5,0
112.12,6.9729,3,5.1,-0.52831,1370.2,-2.3879,0.129,0,3,0,5,6,0,9,5,0
112.13,6.97,3,5.1,-0.49617,1369.9,-2.3969,0.14289,0,3,0,5,6,0,9,5,0
112.14,6.9669,3,5.1,-0.4641,1369.7,-2.4058,0.14282,0,3,0,5,6,0,9,5,0
112.15,6.9623,3,5.1,-0.43182,1369.4,-2.4148,0.12184,0,3,0,5,6,0,9,5,0
112.16,6.9582,3,5.1,-0.3991,1369.2,-2.4238,0.12177,0,3,0,5,6,0,9,5,0
112.17,6.9602,3,5.1,-0.36579,1369.1,-2.4328,0.16357,0,3,0,5,6,0,9,5,0
112.18,6.9553,3,5.1,-0.33184,1368.9,-2.4418,0.16345,0,3,0,5,6,0,9,5,0
112.19,6.9444,3,5.1,-0.29744,1368.8,-2.4508,0.18403,0,3,0,5,6,0,9,5,0
112.2,6.9478,3,5.1,-0.26268,1368.7,-2.4599,0.18412,0,3,0,5,6,0,9,5,0
112.21,6.9641,3,5.1,-0.22788,1368.7,-2.4689,0.21937,0,3,0,5,6,0,9,5,0
112.22,6.9748,3,5.1,-0.19346,1368.7,-2.478,0.21971,0,3,0,5,6,0,9,5,0
112.23,6.9791,3,5.1,-0.15994,1368.7,-2.487,0.2338,0,3,0,5,6,0,9,5,0
112.24,6.9894,3,5.1,-0.12783,1368.7,-2.4961,0.23414,0,3,0,5,6,0,9,5,0
112.25,6.9977,3,5.1,-0.097655,1368.8,-2.5051,0.27641,0,3,0,5,6,0,9,5,0
112.26,7.0072,3,5.1,-0.069845,1368.8,-2.5142,0.27679,0,3,0,5,6,0,9,5,0
112.27,7.0181,3,5.1,-0.044733,1368.9,-2.5233,0.27722,0,3,0,5,6,0,9,5,0
112.28,7.0283,3,5.1,-0.022505,1368.9,-2.5323,0.27762,0,3,0,5,6,0,9,5,0
112.29,7.0333,3,5.1,-0.0031853,1369.0,-2.5414,0.25672,0,3,0,5,6,0,9,5,0
112.3,7.0458,3,5.1,0.01337,1369.0,-2.5504,0.25717,0,3,0,5,6,0,9,5,0
112.32,7.0565,3,5.1,0.027449,1369.0,-2.5595,0.22228,0,3,0,5,6,0,9,5,0
112.32,7.065,3,5.1,0.03924,1369.1,-2.5685,0.22255,0,3,0,5,6,0,9,5,0
112.33,7.0705,3,5.1,0.049429,1369.1,-2.5398,0.16616,0,3,0,5,6,0,9,5,0
112.34,7.08,3,5.1,0.058496,1369.2,-2.5484,0.16638,0,3,0,5,6,0,9,5,0
112.35,7.0893,3,5.1,0.066871,1369.2,-2.557,0.10988,0,3,0,5,6,0,9,5,0
112.36,7.0961,3,5.1,0.074884,1369.3,-2.5655,0.10999,0,3,0,5,6,0,9,5,0
112.37,7.102,3,5.1,0.082726,1369.3,-2.5741,0.088775,0,3,0,5,6,0,9,5,0
112.38,7.1129,3,5.1,0.09042,1369.4,-2.5826,0.088912,0,3,0,5,6,0,9,5,0
112.39,7.1167,3,5.1,0.097816,1369.4,-2.5912,0.096075,0,3,0,5,6,0,9,5,0
112.4,7.1238,3,5.1,0.10461,1369.3,-2.5997,0.096172,0,3,0,5,6,0,9,5,0
112.41,7.1269,3,5.1,0.11037,1369.3,-2.6082,0.11047,0,3,0,5,6,0,9,5,0
112.43,7.1309,3,5.1,0.11457,1369.2,-2.6167,0.11053,0,3,0,5,6,0,9,5,0
112.44,7.1401,3,5.1,0.11669,1369.1,-2.6252,0.13923,0,3,0,5,6,0,9,5,0
112.44,7.1469,3,5.1,0.11621,1369.0,-2.6337,0.13936,0,3,0,5,6,0,9,5,0
112.46,7.1525,3,5.1,0.11271,1368.9,-2.6422,0.15378,0,3,0,5,6,0,9,5,0
112.47,7.1554,3,5.1,0.10589,1368.8,-2.6507,0.15384,0,3,0,5,6,0,9,5,0
112.47,7.1601,3,5.1,0.095601,1368.6,-2.6591,0.16826,0,3,0,5,6,0,9,5,0
112.49,7.1661,3,5.1,0.081852,1368.4,-2.6676,0.1684,0,3,0,5,6,0,9,5,0
112.5,7.1753,3,5.1,0.06482,1368.2,-2.676,0.14709,0,3,0,5,6,0,9,5,0
112.51,7.1864,3,5.1,0.044817,1367.9,-2.6844,0.14732,0,3,0,5,6,0,9,5,0
